"Year","Month","Day","Venue","Place","Country","LatLng","Date"
1962,"May",4,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-04
1962,"May",5,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-05
1962,"May",6,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-06
1962,"May",7,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-07
1962,"May",8,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-08
1962,"May",9,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-09
1962,"May",10,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-10
1962,"May",11,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-11
1962,"May",12,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-12
1962,"May",13,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-13
1962,"May",14,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-14
1962,"May",15,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-15
1962,"May",16,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-16
1962,"May",17,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-17
1962,"May",18,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-18
1962,"May",19,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-19
1962,"May",20,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-20
1962,"May",21,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-21
1962,"May",22,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-22
1962,"May",23,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-23
1962,"May",24,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-24
1962,"May",25,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-25
1962,"May",26,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-26
1962,"May",27,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-27
1962,"May",28,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-28
1962,"May",29,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-29
1962,"May",30,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-30
1962,"May",31,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-31
1962,"Jun",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-09
1962,"Jun",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-12
1962,"Jun",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-12
1962,"Jun",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-13
1962,"Jun",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-13
1962,"Jun",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-15
1962,"Jun",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-15
1962,"Jun",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-16
1962,"Jun",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-19
1962,"Jun",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-19
1962,"Jun",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-20
1962,"Jun",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-20
1962,"Jun",21,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-06-21
1962,"Jun",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-22
1962,"Jun",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-22
1962,"Jun",23,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1962-06-23
1962,"Jun",24,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-06-24
1962,"Jun",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-25
1962,"Jun",25,"Plaza Ballroom","St Helens","England","53.4566307:-2.7434118",1962-06-25
1962,"Jun",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-27
1962,"Jun",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-27
1962,"Jun",28,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-06-28
1962,"Jun",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-06-29
1962,"Jun",29,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-06-29
1962,"Jun",30,"Heswall Jazz Club","Wirral","England","53.341217:-3.0823302",1962-06-30
1962,"Jul",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-01
1962,"Jul",2,"Plaza Ballroom","St Helens","England","53.4566307:-2.7434118",1962-07-02
1962,"Jul",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-03
1962,"Jul",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-04
1962,"Jul",5,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-07-05
1962,"Jul",6,"Riverboat Shuffle","River Mersey","England","53.4074326:-3.0063915",1962-07-06
1962,"Jul",7,"Hulme Hall","Port Sunlight","England","53.3517494:-2.9965639",1962-07-07
1962,"Jul",8,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-08
1962,"Jul",9,"Plaza Ballroom","St Helens","England","53.4566307:-2.7434118",1962-07-09
1962,"Jul",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-10
1962,"Jul",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-11
1962,"Jul",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-12
1962,"Jul",12,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-07-12
1962,"Jul",13,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-07-13
1962,"Jul",14,"Regent Dansette","Rhyl","England","53.3204842:-3.4899697",1962-07-14
1962,"Jul",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-15
1962,"Jul",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-16
1962,"Jul",16,"Plaza Ballroom","St Helens","England","53.4566307:-2.7434118",1962-07-16
1962,"Jul",17,"McIlroy's Ballroom","Swindon","England","51.5589027:-1.7822313",1962-07-17
1962,"Jul",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-18
1962,"Jul",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-18
1962,"Jul",19,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-07-19
1962,"Jul",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-20
1962,"Jul",20,"Bell Hall","Warrington","England","53.3971367:-2.5906572",1962-07-20
1962,"Jul",21,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-07-21
1962,"Jul",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-22
1962,"Jul",23,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-07-23
1962,"Jul",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-24
1962,"Jul",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-25
1962,"Jul",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-25
1962,"Jul",25,"Cabaret Club","Liverpool","England","53.4022522:-2.9845717",1962-07-25
1962,"Jul",26,"Cambridge Hall","Southport","England","53.6471863:-3.0059946",1962-07-26
1962,"Jul",27,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-07-27
1962,"Jul",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-28
1962,"Jul",28,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-07-28
1962,"Jul",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-07-30
1962,"Jul",30,"St John's Hall","Bootle","England","53.4455795:-2.9951262",1962-07-30
1962,"Aug",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-01
1962,"Aug",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-01
1962,"Aug",3,"Grafton Rooms","Liverpool","England","53.4158249:-2.957613",1962-08-03
1962,"Aug",4,"Victoria Hall","Higher Bebington","England","53.3552094:-3.0255909",1962-08-04
1962,"Aug",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-05
1962,"Aug",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-07
1962,"Aug",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-07
1962,"Aug",8,"Co-op Ballroom","Doncaster","England","53.5221825:-1.1362481",1962-08-08
1962,"Aug",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-09
1962,"Aug",10,"Riverboat Shuffle","River Mersey","England","53.4074326:-3.0063915",1962-08-10
1962,"Aug",11,"Odd Spot Club","Liverpool","England","53.4024887:-2.9768162",1962-08-11
1962,"Aug",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-12
1962,"Aug",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-13
1962,"Aug",13,"Majestic Ballroom","Crewe","England","53.0955772:-2.4400699",1962-08-13
1962,"Aug",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-15
1962,"Aug",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-15
1962,"Aug",16,"Riverpark Ballroom","Chester","England","53.1901283:-2.8840451",1962-08-16
1962,"Aug",17,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-08-17
1962,"Aug",17,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-08-17
1962,"Aug",18,"Hulme Hall","Port Sunlight","England","53.3517494:-2.9965639",1962-08-18
1962,"Aug",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-19
1962,"Aug",20,"Majestic Ballroom","Crewe","England","53.0955772:-2.4400699",1962-08-20
1962,"Aug",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-22
1962,"Aug",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-22
1962,"Aug",23,"Riverpark Ballroom","Chester","England","53.1901283:-2.8840451",1962-08-23
1962,"Aug",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-24
1962,"Aug",24,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-08-24
1962,"Aug",25,"Marine Hall Ballroom","Fleetwood","England","53.9270973:-3.0171392",1962-08-25
1962,"Aug",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-26
1962,"Aug",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-27
1962,"Aug",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-28
1962,"Aug",29,"Floral Hall Ballroom","Morecambe","England","54.0721626:-2.8714871",1962-08-29
1962,"Aug",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-08-30
1962,"Aug",30,"Riverpark Ballroom","Chester","England","53.1901283:-2.8840451",1962-08-30
1962,"Aug",31,"Town Hall","Lydney","England","51.7231522:-2.5379398",1962-08-31
1962,"Sep",1,"Subscription Rooms","Stroud","England","51.7449265:-2.2171059",1962-09-01
1962,"Sep",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-02
1962,"Sep",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-03
1962,"Sep",3,"Queen's Hall","Widnes","England","53.360508:-2.7346246",1962-09-03
1962,"Sep",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-05
1962,"Sep",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-06
1962,"Sep",6,"Rialto Ballroom","Liverpool","England","53.3958244:-2.9677355",1962-09-06
1962,"Sep",7,"Village Hall","Irby","England","53.353756:-3.1143906",1962-09-07
1962,"Sep",8,"YMCA","Birkenhead","England","53.3876266:-3.0292118",1962-09-08
1962,"Sep",8,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-09-08
1962,"Sep",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-09
1962,"Sep",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-10
1962,"Sep",10,"Queen's Hall","Widnes","England","53.360508:-2.7346246",1962-09-10
1962,"Sep",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-12
1962,"Sep",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-13
1962,"Sep",13,"Riverpark Ballroom","Chester","England","53.1901283:-2.8840451",1962-09-13
1962,"Sep",14,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-09-14
1962,"Sep",15,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1962-09-15
1962,"Sep",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-16
1962,"Sep",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-17
1962,"Sep",17,"Queen's Hall","Widnes","England","53.360508:-2.7346246",1962-09-17
1962,"Sep",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-19
1962,"Sep",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-20
1962,"Sep",21,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-09-21
1962,"Sep",22,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-09-22
1962,"Sep",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-23
1962,"Sep",25,"Heswall Jazz Club","Wirral","England","53.341217:-3.0823302",1962-09-25
1962,"Sep",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-26
1962,"Sep",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-26
1962,"Sep",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-28
1962,"Sep",28,"Riverboat Shuffle","River Mersey","England","53.4074326:-3.0063915",1962-09-28
1962,"Sep",29,"Oasis Club","Manchester","England","53.479126:-2.2461798",1962-09-29
1962,"Sep",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-09-30
1962,"Oct",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-02
1962,"Oct",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-03
1962,"Oct",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-04
1962,"Oct",5,"Co-operative Hall","Nuneaton","England","52.5224686:-1.4723868",1962-10-05
1962,"Oct",6,"Hulme Hall","Port Sunlight","England","53.3517494:-2.9965639",1962-10-06
1962,"Oct",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-07
1962,"Oct",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-10
1962,"Oct",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-10
1962,"Oct",11,"Rialto Ballroom","Liverpool","England","53.3958244:-2.9677355",1962-10-11
1962,"Oct",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-12
1962,"Oct",12,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-10-12
1962,"Oct",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-13
1962,"Oct",15,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-10-15
1962,"Oct",16,"La Scala Ballroom","Runcorn","England","53.3410988:-2.7350485",1962-10-16
1962,"Oct",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-17
1962,"Oct",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-17
1962,"Oct",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-19
1962,"Oct",20,"Majestic Ballroom","Hull","England","53.7482338:-0.3224444",1962-10-20
1962,"Oct",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-21
1962,"Oct",22,"Queen's Hall","Widnes","England","53.360508:-2.7346246",1962-10-22
1962,"Oct",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-10-26
1962,"Oct",26,"Public Hall","Preston","England","53.7592773:-2.703562",1962-10-26
1962,"Oct",27,"Hulme Hall","Port Sunlight","England","53.3517494:-2.9965639",1962-10-27
1962,"Oct",28,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1962-10-28
1962,"Nov",1,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-01
1962,"Nov",2,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-02
1962,"Nov",3,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-03
1962,"Nov",4,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-04
1962,"Nov",5,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-05
1962,"Nov",6,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-06
1962,"Nov",7,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-07
1962,"Nov",8,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-08
1962,"Nov",9,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-09
1962,"Nov",10,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-10
1962,"Nov",11,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-11
1962,"Nov",12,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-12
1962,"Nov",13,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-13
1962,"Nov",14,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-11-14
1962,"Nov",17,"Matrix Hall","Coventry","England","52.4019661:-1.5596509",1962-11-17
1962,"Nov",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-18
1962,"Nov",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-19
1962,"Nov",19,"Smethwick Baths Ballroom","Smethwick","England","52.4802856:-1.974712",1962-11-19
1962,"Nov",19,"Adelphi Ballroom","West Bromwich","England","52.5193481:-1.9934928",1962-11-19
1962,"Nov",20,"Floral Hall","Southport","England","53.6520195:-3.0062146",1962-11-20
1962,"Nov",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-21
1962,"Nov",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-21
1962,"Nov",22,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-11-22
1962,"Nov",23,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-11-23
1962,"Nov",24,"Royal Lido Ballroom","Prestatyn","England","53.3419228:-3.4136045",1962-11-24
1962,"Nov",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-25
1962,"Nov",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-28
1962,"Nov",28,"527 Club","Liverpool","England","53.4050598:-2.9787166",1962-11-28
1962,"Nov",29,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-11-29
1962,"Nov",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-11-30
1962,"Nov",30,"Town Hall","Newton-le-Willows","England","53.4529839:-2.6431897",1962-11-30
1962,"Dec",1,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1962-12-01
1962,"Dec",1,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-12-01
1962,"Dec",2,"Embassy Cinema","Peterborough","England","52.5752449:-0.2412231",1962-12-02
1962,"Dec",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-05
1962,"Dec",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-05
1962,"Dec",6,"Club Django","Southport","England","53.6523552:-3.0046079",1962-12-06
1962,"Dec",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-07
1962,"Dec",7,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-12-07
1962,"Dec",8,"Oasis Club","Manchester","England","53.479126:-2.2461798",1962-12-08
1962,"Dec",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-09
1962,"Dec",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-10
1962,"Dec",11,"La Scala Ballroom","Runcorn","England","53.3410988:-2.7350485",1962-12-11
1962,"Dec",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-12
1962,"Dec",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-12
1962,"Dec",13,"Corn Exchange","Bedford","England","52.1359558:-0.467391",1962-12-13
1962,"Dec",14,"Music Hall","Shrewsbury","England","52.7074165:-2.7540493",1962-12-14
1962,"Dec",15,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1962-12-15
1962,"Dec",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-12-16
1962,"Dec",18,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-18
1962,"Dec",19,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-19
1962,"Dec",20,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-20
1962,"Dec",21,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-21
1962,"Dec",22,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-22
1962,"Dec",23,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-23
1962,"Dec",24,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-24
1962,"Dec",26,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-26
1962,"Dec",27,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-27
1962,"Dec",28,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-28
1962,"Dec",29,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-29
1962,"Dec",30,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-30
1962,"Dec",31,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-12-31
1963,"Jan",3,"Two Red Shoes Ballroom","Elgin","Scotland","57.6490173:-3.3090413",1963-01-03
1963,"Jan",4,"Town Hall","Dingwall","Scotland","57.5955925:-4.429915",1963-01-04
1963,"Jan",5,"Museum Hall","Bridge of Allan","Scotland","56.1538353:-3.9426756",1963-01-05
1963,"Jan",6,"Beach Ballroom","Aberdeen","Scotland","57.1554947:-2.0797634",1963-01-06
1963,"Jan",10,"Grafton Rooms","Liverpool","England","53.4158249:-2.957613",1963-01-10
1963,"Jan",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-11
1963,"Jan",11,"Plaza","Old Hill","England","52.4740562:-2.0658107",1963-01-11
1963,"Jan",12,"Invicta Ballroom","Chatham","England","51.3797379:0.5325365",1963-01-12
1963,"Jan",14,"Civic Hall","Ellesmere Port","England","53.2772636:-2.903266",1963-01-14
1963,"Jan",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-17
1963,"Jan",17,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1963-01-17
1963,"Jan",18,"Floral Hall Ballroom","Morecambe","England","54.0721626:-2.8714871",1963-01-18
1963,"Jan",19,"Town Hall Ballroom","Whitchurch","Shropshire","52.9664459:-2.6817961",1963-01-19
1963,"Jan",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-20
1963,"Jan",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-23
1963,"Jan",24,"NEMS","Liverpool","England","53.406147:-2.9851913",1963-01-24
1963,"Jan",24,"Assembly Hall","Mold","England","53.1666946:-3.1417787",1963-01-24
1963,"Jan",25,"Co-operative Hall","Darwen","England","53.1666946:-3.1417787",1963-01-25
1963,"Jan",26,"El Rio","Macclesfield","England","53.2586288:-2.1243658",1963-01-26
1963,"Jan",26,"King's Hall","Stoke-on-Trent","England","53.0046387:-2.1816714",1963-01-26
1963,"Jan",27,"Three Coins Club","Manchester","England","53.4799385:-2.2421577",1963-01-27
1963,"Jan",28,"Majestic Ballroom","Newcastle","England","54.9703789:-1.6187091",1963-01-28
1963,"Jan",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-30
1963,"Jan",31,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-01-31
1963,"Jan",31,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1963-01-31
1963,"Feb",1,"Maney Hall","Sutton Coldfield","England","52.5548096:-1.8257046",1963-02-01
1963,"Feb",1,"Assembly Rooms","Tamworth","England","52.6348076:-1.6950388",1963-02-01
1963,"Feb",2,"Gaumont Cinema","Bradford","England","53.7921829:-1.7565143",1963-02-02
1963,"Feb",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-02-03
1963,"Feb",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-02-04
1963,"Feb",5,"Gaumont Cinema","Doncaster","England","53.5227585:-1.1299248",1963-02-05
1963,"Feb",6,"Granada Cinema","Bedford","England","52.1389275:-0.4665112",1963-02-06
1963,"Feb",7,"ABC Cinema","Wakefield","England","53.681942:-1.4932957",1963-02-07
1963,"Feb",8,"ABC Cinema","Carlisle","England","54.8925591:-2.9309704",1963-02-08
1963,"Feb",9,"Empire Theatre","Sunderland","England","54.9064102:-1.3889766",1963-02-09
1963,"Feb",12,"Astoria Ballroom","Oldham","England","53.5397644:-2.1170194",1963-02-12
1963,"Feb",13,"Majestic Ballroom","Hull","England","53.7482338:-0.3224444",1963-02-13
1963,"Feb",14,"Locarno Ballroom","Liverpool","England","53.4154854:-2.9577336",1963-02-14
1963,"Feb",15,"Ritz Ballroom","Birmingham","England","52.4352837:-1.8949794",1963-02-15
1963,"Feb",16,"Carfax Assembly Rooms","Oxford","England","51.7527161:-1.2576985",1963-02-16
1963,"Feb",18,"Queen's Hall","Widnes","England","53.360508:-2.7346246",1963-02-18
1963,"Feb",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-02-19
1963,"Feb",20,"St James Swimming Baths","Doncaster","England","53.5192184:-1.1331636",1963-02-20
1963,"Feb",21,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1963-02-21
1963,"Feb",22,"Oasis Club","Manchester","England","53.479126:-2.2461798",1963-02-22
1963,"Feb",23,"Granada Cinema","Mansfield","England","53.1448288:-1.1971986",1963-02-23
1963,"Feb",24,"Coventry Theatre","Coventry","England","52.4106522:-1.5088177",1963-02-24
1963,"Feb",25,"Casino Ballroom","Leigh","England","53.4962425:-2.5117962",1963-02-25
1963,"Feb",26,"Gaumont Cinema","Taunton","England","51.0146866:-3.1053569",1963-02-26
1963,"Feb",27,"Rialto Theatre","York","England","53.9520836:-1.0763812",1963-02-27
1963,"Feb",28,"Granada Cinema","Shrewsbury","England","52.7112694:-2.75104",1963-02-28
1963,"Mar",1,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-03-01
1963,"Mar",2,"City Hall","Sheffield","England","53.380703:-1.4723061",1963-03-02
1963,"Mar",3,"Gaumont Cinema","Stoke-on-Trent","England","53.0248337:-2.1776237",1963-03-03
1963,"Mar",4,"Plaza Ballroom","St Helens","England","53.4566307:-2.7434118",1963-03-04
1963,"Mar",7,"Mersey Beat Showcase","Nottingham","England","52.9546928:-1.1541331",1963-03-07
1963,"Mar",8,"Royal Hall","Harrogate","England","53.9954071:-1.5440029",1963-03-08
1963,"Mar",9,"Granada Cinema","London","England","51.5328636:0.0506924",1963-03-09
